"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1195","9.31","13065.5","8.72","4.71","0.4854053670405","100","39","55","74","31","43","74"
"1195","9.31","13038","8.94","4.785","0.48738286797387","100","40","54","73","31","42","73"
"1202","9.31","13298.5","9","1.97","0.4854053670405","100","40","54","73","31","42","73"
"1170","9.31","13018.5","9.03","5.21","0.49077321544216","100","40","53","72","31","41","72"
"1193","9.31","13198","8.85","1.215","0.48644549190511","100","39","54","72","30","42","72"
"1227","9.31","13162.5","9.08","5.11","0.49002310305043","100","39","53","72","31","41","72"
"1223","9.31","13185.5","9.24","4.64","0.4923733256541","100","39","53","72","31","41","72"
"1197","9.31","13065.5","9.12","6","0.49002310305043","100","39","54","72","31","41","72"
"1204","9.31","13111.5","8.99","5.26","0.48651626704808","100","39","55","73","31","42","73"
"1229","9.31","13289.5","9.18","3.455","0.4920006039838","100","41","54","73","32","41","73"
"1218","9.31","13318","9.23","4.705","0.49550743998615","100","41","53","73","32","41","73"
"1196","9.31","13133.5","9.2","6.12","0.49315721738248","100","40","53","72","31","41","72"
"1179","9.31","12828","9.06","6.45","0.48767288044676","100","40","54","71","30","41","71"
"1169","9.31","12735","8.94","4.025","0.48767288044676","100","40","55","71","29","42","71"
"1212","9.31","12885","8.89","2.465","0.48465525464877","100","39","55","71","28","43","71"
"1174","9.31","12815.5","8.93","3.815","0.48465525464877","100","39","55","71","29","42","71"
"1223","9.31","13292.5","9.09","0.505","0.48898297818581","100","40","54","71","30","41","71"
"1212","9.31","13135.5","9.16","7.615","0.48898297818581","100","41","54","71","31","40","71"
"1208","9.31","13433.5","9.14","1.45","0.48361512978415","100","40","54","71","30","41","71"
"1191","9.31","13361.5","9.22","4.015","0.48559263071753","100","41","54","71","31","40","71"
"1195","9.31","13330","9.06","2.545","0.48938431970584","100","41","55","71","31","40","71"
"1180","9.31","13198.5","9.18","3.94","0.49289115570818","100","41","53","71","31","40","71"
