Ticks,GreenPatches,K,TotalBM,k.i,Payoffs,beta.i,highMinCut,lowMinCut
0,2601,0,40232,0,0,0.502845237483483,0,100
1,2193,0,40467,0,34.58,0.50737060988456,0,100
2,1942,0,35333,0.05,31.065,0.502334728203299,0,99
3,1744,0,29573.5,0.22,26.195,0.495870005698015,0,95
4,1586,0,25549.5,0.71,16.605,0.497595096620953,0,86
5,1490,0,22787.5,1.56,10.4,0.499333490272721,0,76
6,1428,0,20697,2.34,7.495,0.500908722273095,0,67
7,1358,0,18956.5,3.04,7.06,0.504458265914305,0,63
8,1277,0,17557.5,3.52,5.14,0.499071700165933,1,60
9,1202,0,16415.5,4.67,1.76,0.500052543151733,4,55
10,1194,0,15436.5,5.7,0.985,0.502832077216299,9,50
11,1155,0,14745.5,6.79,-0.77,0.498952698261472,12,44
12,1074,0,13820.5,7.35,-1.01,0.504062616530536,16,41
13,1009,0,12790,8.3,-1.355,0.502628889853847,19,37
14,960,0,11797.5,8.94,-2.01,0.496390752529108,23,35
15,920,10.13,11158,10.13,-7.445,0.498391805154587,30,31
16,979,10.13,10182.5,10.61,-0.095,0.499436707572723,31,31
17,976,10.13,9661.5,10.93,-0.085,0.502518302783626,34,28
18,975,10.13,9260,11.53,1.565,0.506471983963001,39,28
19,991,10.13,9392.5,11.89,-0.965,0.501974857440803,40,30
20,1011,10.13,9675,12.23,-1.845,0.502008915762855,45,31
21,984,10.13,9648,12.53,0.06,0.497941075917514,47,31
22,977,10.13,9271.5,12.62,2.71,0.497364028155539,47,31
23,968,10.13,9045.5,12.95,0.925,0.50239099347143,49,31
24,990,10.13,9397,12.89,-3.385,0.493301364204179,50,32
25,1000,10.13,9478,13.2,0.41,0.493704694424533,56,32
26,1027,10.13,9850,13.44,-1.965,0.492972347502582,59,32
27,1027,10.13,9917.5,13.57,0.24,0.498487611519058,59,31
28,1057,10.13,9870,13.49,1.86,0.496901017633535,61,31
29,1098,10.13,10091,13.45,2.105,0.501735048331164,58,30
30,1094,10.13,10449.5,13.34,1.94,0.501302095117961,58,30
31,1102,10.13,10971.5,13.14,0.54,0.501502922730167,55,30
32,1094,10.13,11244,13.11,2.125,0.498579143727622,55,31
33,1085,10.13,11025,12.83,5.15,0.494928412711447,54,33
34,1137,10.13,11244,12.63,1.87,0.496712343348034,53,34
35,1160,10.13,11633,12.64,1.485,0.497718160465968,53,33
36,1144,10.13,11841,12.74,2.625,0.501362901485219,53,32
37,1155,10.13,12018.5,12.74,2.48,0.504070145137837,54,34
38,1149,10.13,12102,12.78,3.455,0.503888596301682,54,34
39,1126,10.13,12179,13.05,2.905,0.511497550252254,56,33
40,1138,10.13,12013.5,13.11,5.075,0.509260012886111,59,33
41,1145,10.13,11976,12.95,4.09,0.504735480082044,59,34
42,1154,10.13,12015.5,12.98,3.84,0.50972323725196,59,33
43,1164,10.13,12129.5,12.93,5.195,0.511441556523574,59,34
44,1149,10.13,12394.5,12.87,1.82,0.508975565781672,58,34
45,1169,10.13,12520,12.98,3.07,0.516230648229308,58,33
46,1161,10.13,12534.5,12.9,3.115,0.516230648229308,57,33
47,1159,10.13,12333,13.13,6.16,0.518716930312993,58,33
48,1172,10.13,12408,13.25,3.665,0.526685392962407,58,32
49,1161,10.13,12499.5,13.13,3.075,0.528846911569224,58,33
50,1151,10.13,12571.5,13.29,1.88,0.536206998407106,58,32
51,1126,10.13,12203.5,13.15,5.175,0.534165474269741,58,32
52,1085,10.13,11563,13.37,7.61,0.542158304426255,60,31
53,1111,10.13,11715.5,13.55,0.06,0.541210504915654,61,32
54,1097,10.13,11287.5,13.61,6.125,0.54764672804056,62,32
55,1088,10.13,11095.5,13.7,3.985,0.546776807874868,63,30
56,1091,10.13,11166.5,13.77,2.38,0.549244869566795,63,30
57,1126,10.13,11167.5,14.03,3.475,0.551272952666274,64,28
58,1126,10.13,11463,13.99,1.665,0.550729332175415,64,29
59,1144,10.13,12092,13.94,-1.625,0.55179547247786,63,29
60,1118,10.13,11835.5,13.88,5.84,0.550648959596596,62,30
61,1133,10.13,11881.5,13.81,2.13,0.547159505761298,62,31
62,1133,10.13,11625.5,13.9,6.19,0.548478399961683,62,30
63,1132,10.13,11725.5,14.14,3.375,0.551098681265839,62,29
64,1136,10.13,11793.5,14.08,3.5,0.548302372374262,62,29
65,1118,10.13,11654.5,14.05,4.87,0.548847481834352,63,29
66,1136,10.13,11896.5,14.37,1.53,0.556817611775283,65,28
67,1119,10.13,11976.5,14.3,2.585,0.557386516884748,65,28
68,1117,10.13,11893.5,14.27,2.99,0.554609777121497,64,28
69,1078,10.13,11270,14.14,7.38,0.553890187991644,63,29
70,1086,10.13,11146,14.11,2.655,0.55334306362976,64,29
71,1102,10.13,11310.5,14.1,1.125,0.547829948252388,65,30
72,1111,10.13,11513,14.05,0.595,0.544948339204195,64,30
73,1078,10.13,11453,13.92,3.205,0.54091605422887,63,31
74,1110,10.13,11452.5,13.71,2.055,0.543399062895571,62,32
75,1097,10.13,11420.5,13.56,1.635,0.541757481144388,62,33
76,1081,10.13,11244.5,13.78,3.035,0.543869539937407,62,31
77,1080,10.13,11061,13.68,3.78,0.542978541074625,62,31
78,1115,10.13,11083.5,13.49,2.62,0.538381859151844,61,32
79,1139,10.13,11365.5,13.41,1.96,0.538634635149185,61,32
80,1174,10.13,11714.5,13.25,2.915,0.537287401196522,59,33
81,1178,10.13,11906,13.39,5.495,0.538171234316877,58,32
82,1138,10.13,12133.5,13.56,4,0.545590023382969,58,30
83,1172,10.13,12398,13.44,3.29,0.546657884923694,58,31
84,1153,10.13,12259,13.33,5.655,0.548720181404862,59,32
85,1134,10.13,12091,13.42,5.545,0.547055209615358,59,31
86,1138,10.13,11844.5,13.6,6.22,0.550409544124452,60,30
87,1144,10.13,11779,13.67,4.705,0.55166205762161,59,30
88,1125,10.13,11875,13.79,2.27,0.551984745172408,60,30
89,1176,10.13,12217.5,13.75,1.18,0.554884085476528,60,30
90,1185,10.13,12433.5,13.91,2.37,0.562461101125217,60,30
91,1167,10.13,12625.5,13.56,2.585,0.561433889789899,58,30
92,1188,10.13,12729.5,13.28,4.27,0.558828897125619,56,31
93,1200,10.13,12983.5,13.09,2.19,0.557189926330079,56,31
94,1192,10.13,12985,12.85,4.03,0.553600323821899,55,32
95,1207,10.13,12956,12.76,5.335,0.555026134126326,55,32
96,1166,10.13,12819,13.02,5.66,0.55838046863542,57,32
97,1154,10.13,12511,12.93,6.85,0.55838046863542,56,32
98,1144,10.13,12320.5,13.12,4.595,0.557781363531278,57,31
99,1182,10.13,12350,12.97,3.995,0.559666514036034,56,30
100,1224,10.13,12826,12.88,1.86,0.560982686643003,56,32
101,1229,10.13,13312.5,12.58,2.76,0.557042391015932,54,32
102,1235,10.13,13800,12.32,1.85,0.554433136854051,53,33
103,1234,10.13,13894.5,12.2,4.59,0.550986069521773,53,35
104,1245,10.13,13821.5,11.89,5.375,0.546765864954382,52,36
105,1215,10.13,13675.5,11.89,5.98,0.545390696789882,53,38
106,1244,10.13,13830,11.72,3.545,0.54487988628574,52,39
107,1283,10.13,14129,11.36,3.415,0.540947611656303,48,41
108,1276,10.13,14505,11.32,2.14,0.542313660247139,47,40
109,1229,10.13,14236.5,11.16,6.21,0.537859730403537,47,41
110,1218,10.13,13912.5,11.3,6.19,0.541832238542601,48,41
111,1198,10.13,13583.5,11.35,6.61,0.544028260374725,50,41
112,1211,10.13,13369.5,11.25,4.88,0.539975725845281,51,42
113,1230,10.13,13482,11.33,3.56,0.539092606285674,51,42
114,1252,10.13,13719.5,10.99,3.59,0.541815938221052,48,43
115,1258,10.13,13863.5,11.07,5.555,0.547092508347521,49,43
116,1266,10.13,14240,10.9,3.6,0.54709250834752,48,44
117,1280,10.13,14504,10.89,3.445,0.545608942072361,48,44
118,1301,10.13,14509,10.52,7.5,0.546169845704251,46,46
119,1304,10.13,14859,10.43,3.925,0.547009903017471,46,47
120,1291,10.13,14716.5,10.36,7.78,0.543134779889983,46,49
121,1305,10.13,14658.5,10.34,7.29,0.54407906226236,45,47
122,1273,10.13,14495,10.26,7.89,0.541169685682773,44,46
123,1269,10.13,14387.5,10.29,6.715,0.53839820030251,43,47
124,1267,10.13,14177.5,10.1,8.685,0.53839820030251,42,48
125,1274,10.13,14309.5,10.4,5.26,0.54371977773458,45,47
126,1261,10.13,14125,10.57,7.88,0.550136004134093,46,45
127,1256,10.13,14015,10.78,8.095,0.553418300018498,46,43
128,1250,10.13,14314.5,11.18,3.055,0.556628511649986,49,43
129,1251,10.13,14222.5,11.25,5.98,0.556203337905799,49,42
130,1256,10.13,14188,11.22,4.93,0.549866392057813,50,42
131,1275,10.13,14012.5,11.21,7.71,0.548393773029913,49,42
132,1274,10.13,13965.5,11.4,6.885,0.547763719705089,51,42
133,1256,10.13,14123,11.46,5.17,0.548420919414555,50,42
134,1253,10.13,14258.5,11.45,4.6,0.546283064976077,50,42
135,1228,10.13,14080,11.51,5.93,0.545972193648711,51,42
136,1229,10.13,13970.5,11.71,3.795,0.55230794930895,53,41
137,1180,10.13,13312,11.72,7.955,0.554602250168359,53,41
138,1213,10.13,12960,11.81,7.185,0.554852282472882,52,40
139,1261,10.13,13512,11.89,1.26,0.557623767853145,54,40
140,1256,10.13,13476.5,11.81,8.345,0.555357838594036,55,41
141,1283,10.13,14156,11.63,2.525,0.561256463788081,51,41
142,1290,10.13,14471.5,11.37,5.685,0.559646066946921,49,42
143,1284,10.13,14421,11.39,8.19,0.558165197906724,49,41
144,1265,10.13,14172.5,11.61,9.585,0.558603924157948,51,40
145,1282,10.13,14195.5,11.5,6.595,0.556337994898838,51,41
146,1258,10.13,14303.5,11.58,3.925,0.554072065639729,51,40
147,1238,10.13,14181.5,11.48,5.525,0.553593258848873,51,40
148,1250,10.13,14183,11.76,4.83,0.557429041066269,52,40
149,1273,10.13,14069.5,11.78,6.225,0.557611909636624,52,40
150,1284,10.13,14209.5,11.53,4.38,0.553361243850195,50,41
151,1319,10.13,14606.5,11.07,4.57,0.550589758469931,47,43
152,1279,10.13,14546.5,10.92,8.725,0.548070148859504,46,44
153,1251,10.13,14391.5,11.18,7.215,0.552671338944293,46,42
154,1237,10.13,14059.5,11.47,8.015,0.55818660296077,49,42
155,1217,10.13,13838,11.53,5.35,0.555693898665228,50,41
156,1200,10.13,13688,11.77,4.24,0.555603204458916,50,38
157,1216,10.13,13387.5,11.72,5.97,0.554676798821107,50,38
158,1203,10.13,13062,11.81,8.725,0.555499439103974,50,38
159,1200,10.13,12903,11.9,7.06,0.552206298509547,50,38
160,1216,10.13,13017.5,11.88,5.35,0.554500599368956,50,38
161,1189,10.13,12995,12.11,4.765,0.551861637418965,52,38
162,1204,10.13,13030.5,12.05,4.655,0.54720417337006,51,39
163,1215,10.13,13340.5,11.94,2,0.545323449084406,52,40
164,1233,10.13,13442.5,11.87,3.16,0.543057519825296,52,40
165,1216,10.13,13448,11.67,4.345,0.540280780062045,51,40
166,1209,10.13,13440.5,11.89,4.63,0.541810664249601,54,40
167,1206,10.13,13261,12,5.535,0.543780095044888,55,39
168,1187,10.13,13074,12.05,5.29,0.546254261604821,55,38
169,1199,10.13,13198,12.22,2.945,0.545042740740532,55,38
170,1201,10.13,13141,12.17,5.265,0.545969146378341,54,38
171,1218,10.13,13275.5,12.24,4.72,0.551518397348331,53,37
172,1225,10.13,13506.5,12.53,3.495,0.55575618278782,54,35
173,1218,10.13,13434.5,12.3,5.53,0.551323955426314,53,36
174,1207,10.13,13564.5,12.54,3.585,0.554560004488906,53,34
175,1225,10.13,13317.5,12.48,6.93,0.554656300566481,53,35
176,1248,10.13,13480.5,12.45,5.05,0.549928955664101,53,36
177,1251,10.13,13568.5,12.29,6.435,0.550354129408288,53,37
178,1268,10.13,13907.5,12,4.635,0.54932691807297,54,39
179,1254,10.13,13938,11.79,6.945,0.546281226334041,54,40
180,1250,10.13,13841.5,11.82,7.635,0.54891883451052,54,40
181,1226,10.13,13448,11.89,9.615,0.546147349130256,54,40
182,1223,10.13,13544.5,11.84,3.935,0.539827839773853,54,41
183,1227,10.13,13616.5,11.65,3.675,0.54013871110122,53,41
184,1221,10.13,13350.5,11.72,7.23,0.542093769032962,52,40
185,1191,10.13,13009,11.79,8.655,0.54312098036828,52,40
186,1190,10.13,13046,11.92,4.48,0.545236933330594,53,39
187,1196,10.13,13116,12.06,3.085,0.543281875398852,53,38
188,1147,10.13,12795,12.21,5.15,0.544448218320943,54,36
189,1159,10.13,12705,12.25,2.985,0.546403276252685,54,36
190,1206,10.13,12681.5,12.16,4.975,0.544873392065129,53,36
191,1194,10.13,12834,12.04,3.505,0.541037609847733,53,37
192,1212,10.13,13105,12.2,2.74,0.542918334133387,54,37
193,1191,10.13,13257,12.23,3.745,0.53845519582613,55,38
194,1210,10.13,13361.5,12.14,3.255,0.534607051654794,54,37
195,1204,10.13,13346,12.27,4.78,0.538192801567667,54,36
196,1214,10.13,13224.5,12.28,5.995,0.538009932997312,55,36
197,1214,10.13,13140.5,12.53,5.94,0.541104560486945,55,35
198,1195,10.13,13347,12.45,2.37,0.534785051130542,54,36
199,1198,10.13,13198,12.38,5.66,0.534345934581047,54,36
200,1188,10.13,12880.5,12.31,7.13,0.533044368394571,55,36
201,1185,10.13,12641.5,12.32,6.745,0.528897714849807,55,37
202,1202,10.13,12941.5,12.2,3.165,0.52943146018536,54,38
203,1215,10.13,13118.5,12.28,5.695,0.527769414877862,54,37
204,1212,10.13,13240,12.36,4.215,0.527769414877862,55,37
205,1259,10.13,13528,12.15,4.145,0.528609472191082,54,38
206,1281,10.13,13905.5,12.07,3.985,0.529431154022591,52,39
207,1312,10.13,14510.5,11.81,3.24,0.525280856882186,49,39
208,1333,10.13,14658,11.58,8.38,0.520262913712259,48,40
209,1337,10.13,14901.5,11.27,7.615,0.516013554921109,44,41
210,1367,10.13,15505,11,4.72,0.517354221032818,42,41
211,1362,10.13,15922.5,11.02,5.855,0.519389661341528,42,41
212,1363,10.13,16156.5,10.68,4.975,0.5182452198956,39,42
213,1321,10.13,16003,10.52,7.14,0.520200277827342,39,43
214,1317,10.13,15778.5,10.23,6.885,0.5188589886205,40,44
215,1312,10.13,15448.5,10.05,7.13,0.517932582982691,39,44
216,1319,10.13,15240.5,10.01,6.595,0.520664819945228,39,43
217,1316,10.13,15086,9.85,7.185,0.523560344725033,39,43
218,1295,10.13,14961.5,9.77,6.685,0.530317783891698,40,44
219,1260,10.13,14762.5,9.94,7.08,0.530067751587175,40,44
220,1266,10.13,14452,10.26,7.625,0.53194716887755,42,43
221,1261,10.13,14428,10.49,5.205,0.53194716887755,43,41
222,1273,10.13,14144.5,10.72,8.145,0.531456046454311,45,40
223,1274,10.13,14378.5,10.96,4.57,0.533916660507207,45,40
224,1266,10.13,14052,10.91,9.68,0.532444999930666,45,40
225,1292,10.13,14060.5,10.77,7.765,0.534582926432764,46,44
226,1278,10.13,14144.5,10.73,7.145,0.533414916219157,47,45
227,1306,10.13,14319,10.51,6.655,0.53095430216626,46,45
228,1304,10.13,14446.5,10.44,6.835,0.530679128153345,43,44
229,1339,10.13,15057,10.45,3.47,0.534264878066218,42,43
230,1319,10.13,15192,10.37,7.185,0.530114580925813,42,44
231,1319,10.13,15310.5,9.88,6.355,0.52993943948615,42,47
232,1311,10.13,14997.5,10.08,9.805,0.534056249411308,42,46
233,1305,10.13,14936.5,10.06,6.505,0.532414032646419,43,47
234,1302,10.13,14720.5,9.92,8.89,0.532810526283599,44,48
235,1292,10.13,14635.5,10.01,7.18,0.530906997984866,44,47
236,1305,10.13,14829.5,9.91,4.875,0.529372789569779,43,47
237,1275,10.13,14711,10.13,7.72,0.534736989914163,45,45
238,1250,10.13,14418.5,10.36,7.375,0.535327080969833,45,45
239,1244,10.13,14148.5,10.33,6.81,0.537871414133765,44,45
240,1243,10.13,13772.5,10.39,8.91,0.538161500276003,44,45
241,1225,10.13,13565.5,10.56,7.315,0.535387315061627,43,40
242,1263,10.13,13890,10.6,3.65,0.534646160333864,43,40
243,1267,10.13,14123.5,10.82,4.785,0.533862382693787,44,39
244,1266,10.13,14310,10.86,4.18,0.533905005606101,45,38
245,1254,10.13,14110.5,10.83,7.52,0.529177660703722,45,39
246,1271,10.13,14142.5,10.76,6.115,0.521385532319418,45,41
247,1247,10.13,14265,11.1,4.56,0.523846146372314,45,41
248,1268,10.13,14128.5,11.27,6.27,0.520303376779162,48,41
249,1285,10.13,14374,11.37,3.505,0.52238977364825,48,41
250,1275,10.13,14389,11.44,6.065,0.520434715716508,50,41
251,1242,10.13,14045,11.31,8.345,0.515283216573711,51,42
252,1232,10.13,13744.5,11.23,8.085,0.515283216573711,50,43
253,1203,10.13,13230,11.25,10.49,0.511447434356315,50,42
254,1219,10.13,13396.5,11.51,3.19,0.516695229576686,51,41
255,1239,10.13,13617.5,11.59,4.11,0.51423461552379,52,42
256,1245,10.13,13426,11.67,8.025,0.51787935654304,53,41
257,1239,10.13,13469,11.5,6.5,0.514827351965721,52,42
258,1195,10.13,13311.5,11.61,7.065,0.523227007897276,53,41
259,1184,10.13,13043,11.9,6.235,0.524673462201857,54,40
260,1205,10.13,13028.5,12.03,4.355,0.532465590586161,54,39
261,1216,10.13,13118,12.05,4.8,0.532465590586161,54,38
262,1264,10.13,13391,11.81,4.77,0.532282722015806,53,40
263,1253,10.13,13713.5,11.88,4.845,0.533980577731104,53,40
264,1237,10.13,13805.5,12.01,5.075,0.53729661266803,54,39
265,1225,10.13,13833,12.2,5.47,0.540707221141239,55,37
266,1247,10.13,13859.5,12.14,5.16,0.540707221141239,54,38
267,1248,10.13,13824.5,12.02,6.125,0.537987746537643,54,39
268,1233,10.13,13754,11.98,6.16,0.536282720910425,54,39
269,1216,10.13,13514.5,11.77,6.9,0.534327662978682,53,40
270,1224,10.13,13193.5,11.8,8.48,0.533793917643129,52,40
271,1234,10.13,13170,11.74,6.88,0.53657065740638,52,40
272,1243,10.13,13227,12.01,6.66,0.539140961585927,53,38
273,1253,10.13,13744.5,11.84,2.72,0.535858665701523,52,39
274,1242,10.13,13746.5,11.78,6.555,0.532838944978209,52,40
275,1273,10.13,13999,11.83,4.335,0.535788340639563,52,38
276,1264,10.13,14046,11.72,6.7,0.53621351438375,52,39
277,1233,10.13,14003,11.86,6.105,0.533442029003486,52,37
278,1207,10.13,13814.5,12.03,6.37,0.530404815531488,53,35
279,1198,10.13,13610,12.13,4.695,0.529913693108248,52,36
280,1210,10.13,13044.5,12.14,9.815,0.531127596312228,53,35
281,1221,10.13,12873,11.91,7.11,0.532832621939447,52,35
282,1220,10.13,12969,11.99,5.145,0.526494880195907,52,37
283,1242,10.13,13389,11.97,3.52,0.530927107557414,54,38
284,1254,10.13,13690,11.89,3.995,0.526170434760282,54,39
285,1256,10.13,13990,11.86,4.045,0.529248513259767,53,39
286,1249,10.13,14167,11.73,4.86,0.529152217182192,52,39
287,1231,10.13,14044.5,11.61,5.89,0.524397302269887,51,40
288,1242,10.13,13866,11.45,6.055,0.521373420034377,50,43
289,1295,10.13,14328.5,11.16,1.675,0.520978593688713,48,43
290,1309,10.13,14566.5,11.12,5.48,0.523189175437086,47,43
291,1277,10.13,14341.5,11.24,10.25,0.525707501551442,49,43
292,1291,10.13,14225,10.98,9.815,0.526053829933541,45,43
293,1295,10.13,14399.5,10.92,6.585,0.527283468001378,46,43
294,1301,10.13,14593.5,10.85,6.34,0.531505256782604,46,43
295,1315,10.13,14837.5,10.76,6.14,0.533035140970159,46,43
296,1342,10.13,15295.5,10.72,4.175,0.535205557539349,46,43
297,1332,10.13,15294,10.81,9.235,0.540278211320057,47,43
298,1317,10.13,15358,10.88,6.835,0.541632360182078,47,43
299,1315,10.13,15161.5,10.97,9.775,0.547530985376123,47,42
300,1300,10.13,14925.5,10.73,9.095,0.546502333082189,46,43
301,1300,10.13,15190,10.94,3.11,0.552838407534212,47,42
302,1272,10.13,14839.5,11.19,8.37,0.551427910806147,48,40
303,1275,10.13,14695,11.4,6.055,0.550122678579138,50,39
304,1276,10.13,14617,11.42,5.135,0.550165301491452,50,38
305,1258,10.13,14018.5,11.71,11.32,0.550165301491451,52,38
306,1259,10.13,13765,11.99,9.07,0.548503256183953,52,38
307,1316,10.13,14306.5,11.69,3.705,0.55211372965033,52,40
308,1328,10.13,14836,11.59,4.925,0.549915238023347,51,40
309,1322,10.13,15048,11.63,6.71,0.545160323111042,51,41
310,1295,10.13,15109.5,11.63,6.655,0.549950167263614,51,41
311,1269,10.13,14766.5,11.51,7.99,0.545700808472463,50,42
312,1279,10.13,14522,11.46,7.425,0.542676926236953,51,43
313,1268,10.13,14417,11.76,6.285,0.548934155326888,53,41
314,1252,10.13,14258,11.73,7.3,0.546214680723292,53,40
315,1246,10.13,14243,11.7,5.23,0.543194959999978,52,41
316,1277,10.13,14276.5,11.8,4.915,0.548692787524874,52,41
317,1283,10.13,14149,11.69,8.365,0.545398387234249,53,42
318,1270,10.13,14295,11.57,5.515,0.541562605016852,52,42
319,1264,10.13,14344,11.6,5.64,0.542053727440091,53,42
320,1242,10.13,14235.5,11.72,5.72,0.544089167748801,53,41
321,1274,10.13,14258.5,11.69,4.98,0.545619051936357,53,41
322,1226,10.13,13840,11.7,8.81,0.542838646132573,52,39
323,1254,10.13,13858.5,11.49,5.985,0.540953075278498,52,41
324,1252,10.13,13970.5,11.61,4.905,0.54610624171281,53,40
325,1232,10.13,13848.5,11.66,7.43,0.543968315210712,52,39
326,1255,10.13,13836,11.69,6.44,0.546717023433307,52,39
327,1287,10.13,14006.5,11.8,5.885,0.544198697318951,53,40
328,1294,10.13,14304,11.76,5.645,0.546179427016879,52,39
329,1261,10.13,14493,11.68,4.585,0.546558518498686,51,39
330,1254,10.13,14579.5,11.86,3.645,0.546121069240707,54,39
331,1247,10.13,14192,11.89,7.965,0.547856263429699,54,39
332,1172,10.13,13432.5,12.33,8.52,0.549518308737197,54,36
333,1143,10.13,12753.5,12.59,8.38,0.546482853150026,53,31
334,1119,10.13,12218.5,12.77,6.33,0.546124249254136,53,30
335,1099,10.13,11791,13.27,4.965,0.55087916416644,54,28
336,1085,10.13,11188,13.28,7.145,0.551179410286159,53,27
337,1125,10.13,11497,13.5,0.005,0.550657755071995,55,25
338,1134,10.13,11665.5,13.82,1.95,0.548938295746861,58,26
339,1161,10.13,11893,13.53,3.335,0.548093952981899,57,27
340,1201,10.13,12309,13.47,2.31,0.552751417030804,57,27
341,1208,10.13,12771,13.3,2.67,0.550002708808209,58,28
342,1205,10.13,13029,13.45,4.315,0.549149195857873,58,28
343,1203,10.13,13039.5,13.55,6.255,0.554396991078245,59,27
344,1223,10.13,13204,13.52,4.235,0.55915190599055,61,28
345,1209,10.13,13055.5,13.67,6.845,0.562246533480183,62,29
346,1200,10.13,13287.5,13.55,2.43,0.560999677904488,61,30
347,1171,10.13,12763,13.61,8.695,0.556285628019669,61,30
348,1189,10.13,12778,13.45,3.87,0.556227270243498,61,32
349,1188,10.13,12460.5,13.3,8.69,0.555927024123779,60,33
350,1204,10.13,12811.5,13.3,2.97,0.555751882684116,60,33
351,1233,10.13,13369,13.41,1.61,0.557428719096936,61,33
352,1257,10.13,13692.5,13.5,3.875,0.558282232047272,60,33
353,1227,10.13,13679,13.58,5.74,0.56299628193209,60,31
354,1232,10.13,13706,13.68,4.59,0.563376720446062,61,31
355,1218,10.13,13518,13.6,6.475,0.561846836258507,61,32
356,1196,10.13,13295.5,13.81,6.44,0.569120077285167,61,30
357,1204,10.13,13176.5,13.93,6.095,0.570855271474158,62,29
358,1185,10.13,12992.5,13.89,5.41,0.573574746077754,63,30
359,1163,10.13,12686,13.89,6.34,0.57474602636942,63,30
360,1202,10.13,13090,14.04,0.125,0.576781466678129,63,29
361,1194,10.13,13184.5,14.01,2.55,0.576877762755704,63,29
362,1185,10.13,12972.5,14.18,5.175,0.574583461896295,63,28
363,1146,10.13,12526.5,14.36,7.055,0.577693824249787,64,26
364,1162,10.13,12303.5,14.43,5.96,0.577971845141478,64,27
365,1169,10.13,12133,14.34,5.83,0.573418078718413,63,28
366,1191,10.13,12366.5,14.35,3.61,0.570941566199738,65,28
367,1152,10.13,12268,14.37,6.445,0.571475311535291,65,27
368,1164,10.13,12558,14.14,1.025,0.565345228458486,65,29
369,1209,10.13,12953.5,14.4,1.15,0.568254605038074,66,28
370,1173,10.13,12722.5,14.34,5.92,0.568024752987629,66,28
371,1174,10.13,12603,14.31,4.165,0.566777897411934,66,28
372,1139,10.13,12584,14.24,3.17,0.5650584380868,66,28
373,1172,10.13,12341,14.17,5.65,0.566763463714019,65,28
374,1176,10.13,12441,13.92,3.935,0.566682951060414,64,29
375,1184,10.13,12624,13.92,3.625,0.563467396131878,63,30
376,1156,10.13,12718.5,13.74,3.135,0.558219600911506,62,31
377,1182,10.13,13033.5,13.62,-0.045,0.555184145324335,61,32
378,1183,10.13,12867,13.64,5.05,0.552943030785038,61,33
379,1192,10.13,12898,13.47,3.165,0.547774095150659,61,34
380,1195,10.13,12825,13.43,5.005,0.547774095150659,61,33
381,1188,10.13,12677.5,13.3,6.105,0.546744036936566,61,34
382,1172,10.13,12777,13.16,4.16,0.546701414024251,60,34
383,1127,10.13,12431.5,13.18,5.79,0.548414166782162,60,32
384,1118,10.13,12041,13.19,5.67,0.547167311206467,59,31
385,1131,10.13,11725,13.3,5.51,0.544651752948632,59,30
386,1144,10.13,11846.5,13.33,2.755,0.544171868593664,58,31
387,1143,10.13,11763.5,13.36,5.38,0.541161610739436,58,31
388,1205,10.13,12121,13.34,3.355,0.540986469299773,58,30
389,1193,10.13,12523.5,13.13,2.68,0.538509956781098,58,32
390,1161,10.13,12700,13.07,3.68,0.540039840968654,57,32
391,1176,10.13,12455.5,12.95,7.765,0.536629232495444,56,33
392,1163,10.13,12342.5,12.99,5.53,0.536629232495444,57,33
393,1164,10.13,12430,12.97,3.22,0.53636796212265,58,35
394,1148,10.13,12135.5,12.79,5.52,0.536352227258792,58,36
395,1123,10.13,11874,12.71,4.85,0.534654371543493,58,36
396,1139,10.13,11665.5,12.87,5.83,0.53241683417735,58,36
397,1163,10.13,11835.5,12.68,3.635,0.528927380342052,57,37
398,1176,10.13,12175,12.39,2.445,0.525516771868843,56,39
399,1256,10.13,13083,12.3,-1.47,0.525458414092671,56,38
400,1218,10.13,13158.5,12.08,5.55,0.522623297678107,56,40
401,1218,10.13,13342,11.9,4.38,0.520104162247118,55,41
402,1237,10.13,13454.5,11.79,5.88,0.5198039161274,54,41
403,1278,10.13,13874,11.71,3.1,0.515075008264671,53,42
404,1270,10.13,13904,11.51,7.66,0.518110463851843,52,43
405,1297,10.13,14361,11.55,4.515,0.518685955910487,52,42
406,1310,10.13,14445,11.45,7.51,0.518167068552845,52,43
407,1332,10.13,14791.5,11.45,5.59,0.519885718561345,52,43
408,1307,10.13,14814,11.24,8.465,0.516850262974174,52,44
409,1286,10.13,14759.5,11.21,7.915,0.520146330556316,51,43
410,1303,10.13,14903.5,11.27,4.505,0.522181770865025,51,42
411,1320,10.13,14918.5,11.32,5.495,0.52469732912286,51,42
412,1358,10.13,15209,11.26,5.19,0.524496343348956,51,42
413,1322,10.13,15111.5,11.04,8.855,0.522885946507796,50,43
414,1324,10.13,15484.5,11.15,3.355,0.525418941257212,51,43
415,1327,10.13,15386.5,10.94,6.9,0.517626812872909,50,44
416,1335,10.13,15111.5,10.76,8.79,0.517568455096737,49,45
417,1336,10.13,15419,10.67,5.085,0.51510784104384,48,46
418,1294,10.13,15440,10.71,6.105,0.513422170302859,48,47
419,1277,10.13,15044.5,10.62,8.25,0.508708120418041,48,48
420,1302,10.13,14619.5,10.68,8.895,0.507402888191032,49,48
421,1270,10.13,14214.5,10.68,9.91,0.506222773571205,49,48
422,1229,10.13,13984,10.8,7.78,0.50564728151256,50,47
